County  ,Municipality  ,LD  ,CD  ,% Pop Change 2013,% Pop Change 2014,% Pop Change 2015,% Pop Change 2016,% Pop Change 2017,25+ 2013,25+ 2014,25+ 2015,25+ 2016,25+ 2017,% College Grad 2013,% College Grad 2014,% College Grad 2015,% College Grad 2016,% College Grad 2017,% Foreign Born 2013,% Foreign Born 2014,% Foreign Born 2015,% Foreign Born 2016,% Foreign Born 2017,% AA 2013,% AA 2014,% AA 2015,% AA 2016,% AA 2017,% Asian 2013,,2015,2016,2017,% Hisp 2013,2014,2015,2016,2017
Hunterdon,Bethlehem,23,7,-1.28,-1.66,-2.26,-2.44,-2.29,"2,661","2,656","2,680",-,-,49.94,54.41,50.11,-,-,4.93,6.34,6.58,-,-,0.98,0.98,0.98,0.98,0.98,1.88,1.88,1.88,1.88,1.88,4.02,4.02,4.02,4.02,4.02
Hunterdon,Clinton,23,7,-0.85,-1.29,-2.28,-0.81,-0.66,"1,804","1,838","1,800",-,-,51.5,50.76,49.72,-,-,14.83,15.36,14.02,-,-,1.32,1.32,1.32,1.32,1.32,6.66,6.66,6.66,6.66,6.66,6.22,6.22,6.22,6.22,6.22
Hunterdon,Delaware,16,7,-0.5,-0.72,-1.58,-2.26,-1.95,"3,413","3,443","3,489",-,-,49.63,50.94,47.09,-,-,5.32,6.11,6.69,-,-,0.66,0.66,0.66,0.66,0.66,0.92,0.92,0.92,0.92,0.92,2.45,2.45,2.45,2.45,2.45
Hunterdon,Franklin Twp,23,7,-1.38,1.28,1.06,0.72,1.16,"2,255","2,299","2,297",-,-,44.66,51.2,49.46,-,-,5.45,6.28,5.35,-,-,0.69,0.69,0.69,0.69,0.69,1.25,1.25,1.25,1.25,1.25,3.44,3.44,3.44,3.44,3.44
Hunterdon,Glen Gardner,23,7,-1.12,-1.64,-2.41,12.38,12.91,"1,175","1,140","1,138",-,-,36.34,39.47,43.67,-,-,6.95,8.41,6.47,-,-,1.76,1.76,1.76,1.76,1.76,1.82,1.82,1.82,1.82,1.82,5.28,5.28,5.28,5.28,5.28
Hunterdon,Holland,23,7,-1.21,-1.64,-2.44,-2.84,-2.65,"3,784","3,853","3,719",-,-,38.27,41.27,38.59,-,-,3.93,3.09,2.68,-,-,0.72,0.72,0.72,0.72,0.72,0.77,0.77,0.77,0.77,0.77,2.68,2.68,2.68,2.68,2.68
Gloucester,Paulsboro,3,1,-1.21,-1.72,-1.77,-2.28,-2.9,"3,699","3,763","3,824",-,-,11.73,10.82,9.81,-,-,3.28,3.08,5.05,-,-,36.72,36.72,36.72,36.72,36.72,0.71,0.71,0.71,0.71,0.71,8.89,8.89,8.89,8.89,8.89
Gloucester,Newfield,3,2,-0.71,-1.42,-1.22,0.9,0.52,"1,138","1,168","1,161",-,-,21.62,20.46,20.24,-,-,3.49,4.82,3.53,-,-,2.19,2.19,2.19,2.19,2.19,0.32,0.32,0.32,0.32,0.32,6.57,6.57,6.57,6.57,6.57
Gloucester,National Park,3,1,-0.89,-1.35,-1.22,-1.25,-1.68,"2,070","2,080","2,129",-,-,13.43,11.15,11.74,-,-,3.11,2.29,1.73,-,-,1.35,1.35,1.35,1.35,1.35,0.59,0.59,0.59,0.59,0.59,2.04,2.04,2.04,2.04,2.04
Gloucester,Monroe,4,1,1.67,3.46,2.03,2.16,2.19,"24,111","24,815","24,729",-,-,24.15,24.55,24.99,-,-,5.33,5.31,6.15,-,-,14.01,14.01,14.01,14.01,14.01,2.42,2.42,2.42,2.42,2.42,4.97,4.97,4.97,4.97,4.97
Gloucester,Logan,3,1,-0.48,-1.18,-0.98,-1.22,-1.62,"4,057","4,025","4,020",-,-,31.97,33.47,33.61,-,-,4.77,4.75,5.26,-,-,12.5,12.5,12.5,12.5,12.5,2.55,2.55,2.55,2.55,2.55,3.97,3.97,3.97,3.97,3.97
Gloucester,West Deptford,3,1,-0.83,-1.36,-1.19,-1.5,-1.98,"15,613","15,679","15,611",-,-,28.12,29.66,31.61,-,-,4.54,4.78,4.95,-,-,6.52,6.52,6.52,6.52,6.52,1.91,1.91,1.91,1.91,1.91,3.37,3.37,3.37,3.37,3.37
Gloucester,Westville,5,1,-0.89,-1.49,-1.49,-1.8,-2.19,"2,947","3,001","2,960",-,-,16.69,16.39,14.02,-,-,5.95,4.11,3.01,-,-,4.9,4.9,4.9,4.9,4.9,1.49,1.49,1.49,1.49,1.49,6.02,6.02,6.02,6.02,6.02
Gloucester,Washington Twp,4,1,-0.9,-1.48,-1.44,-1.08,-1.46,"33,026","33,122","33,463",-,-,30.07,30.35,32.83,-,-,6.61,6.38,6.24,-,-,5.82,5.82,5.82,5.82,5.82,3.78,3.78,3.78,3.78,3.78,3.65,3.65,3.65,3.65,3.65
Gloucester,Wenonah,5,1,-0.66,-1.23,-1.05,-1.32,-1.71,"1,537","1,506","1,520",-,-,49.9,48.8,49.54,-,-,2.03,1.8,1.73,-,-,0.92,0.92,0.92,0.92,0.92,1.05,1.05,1.05,1.05,1.05,1.36,1.36,1.36,1.36,1.36
Gloucester,South Harrison,3,2,1.55,2.02,-0.76,0.76,0.25,"2,005","2,002","2,056",-,-,43.99,42.26,40.56,-,-,8.77,5.7,5.31,-,-,5.06,5.06,5.06,5.06,5.06,1.2,1.2,1.2,1.2,1.2,3.1,3.1,3.1,3.1,3.1
Gloucester,Swedesboro,3,2,1.78,1.51,1.12,0.7,0.39,"1,672","1,683","1,698",-,-,30.38,28.76,27.03,-,-,6.75,8.34,8.15,-,-,15.02,15.02,15.02,15.02,15.02,1.35,1.35,1.35,1.35,1.35,17.07,17.07,17.07,17.07,17.07
Essex,Millburn,27,7,0.32,1.25,1.06,0.79,1.68,"12,509","15,575","12,574",-,-,81.17,62.22,83.78,-,-,18.63,19.94,20.07,-,-,1.63,1.63,1.63,1.63,1.63,15.66,15.66,15.66,15.66,15.66,3.49,3.49,3.49,3.49,3.49
Essex,Irvington,28,10,0.55,1.09,1.21,0.93,1.74,"34,699","4,658","35,156",-,-,12.56,75.01,13.34,-,-,30.91,10.65,30.46,-,-,85.41,85.41,85.41,85.41,85.41,0.87,0.87,0.87,0.87,0.87,10.6,10.6,10.6,10.6,10.6
Cumberland,Upper Deerfield,3,2,-0.34,-0.55,-0.97,-2.23,-2.99,"5,303","5,336","5,289",-,-,20.05,22.28,23.54,-,-,6.67,9.09,9.39,-,-,12.96,12.96,12.96,12.96,12.96,2.65,2.65,2.65,2.65,2.65,9.43,9.43,9.43,9.43,9.43
Cumberland,Millville,1,2,1.1,0.34,-0.6,-1.2,-1.7,"18,767","18,711","18,738",-,-,16,15.91,18.42,-,-,4,3.54,3.38,-,-,19.83,19.83,19.83,19.83,19.83,1.19,1.19,1.19,1.19,1.19,14.93,14.93,14.93,14.93,14.93
Essex,Cedar Grove,40,11,0.48,1.06,1.72,1.46,2.35,"9,231","9,270","9,378",-,-,45.62,47.62,46.91,-,-,15.57,15.96,16.03,-,-,2.47,2.47,2.47,2.47,2.47,6.53,6.53,6.53,6.53,6.53,5.86,5.86,5.86,5.86,5.86
Essex,Belleville,29,8,0.67,1.31,1.19,0.77,1.59,"24,979","25,420","25,291",-,-,25.25,25.79,26.59,-,-,35.68,33.17,33.98,-,-,9.12,9.12,9.12,9.12,9.12,12,12,12,12,12,39.34,39.34,39.34,39.34,39.34
Essex,Roseland,27,11,-0.34,0.12,0.98,1.13,2.03,"4,373","4,243","4,312",-,-,57.51,57.08,58.51,-,-,10.29,11.24,13.24,-,-,1.82,1.82,1.82,1.82,1.82,5.79,5.79,5.79,5.79,5.79,4.5,4.5,4.5,4.5,4.5
Essex,Verona,26,11,2.5,2.77,1.78,1.4,2.07,"9,810","9,820","9,855",-,-,52.43,55.25,56.93,-,-,11.36,12.19,12.71,-,-,1.97,1.97,1.97,1.97,1.97,4.03,4.03,4.03,4.03,4.03,5.96,5.96,5.96,5.96,5.96
Gloucester,Clayton,3,2,0.45,1.56,3.84,5.32,6.08,"5,385","5,135","5,341",-,-,16.73,19.98,19.62,-,-,4.04,3.67,4.52,-,-,18.01,18.01,18.01,18.01,18.01,1.8,1.8,1.8,1.8,1.8,5.95,5.95,5.95,5.95,5.95
Gloucester,Glassboro,3,1,2.01,2.3,3.43,6.76,7.71,"9,841","10,046","10,294",-,-,28.21,30.43,31.01,-,-,4.86,4.68,5.53,-,-,18.67,18.67,18.67,18.67,18.67,2.87,2.87,2.87,2.87,2.87,7.42,7.42,7.42,7.42,7.42
Essex,North Caldwell,26,11,6.05,9.7,7.73,7.86,8.85,"4,209","174,844","4,311",-,-,71.35,13.27,70.49,-,-,9.45,27.94,6.66,-,-,0.73,0.73,0.73,0.73,0.73,5.73,5.73,5.73,5.73,5.73,4.21,4.21,4.21,4.21,4.21
Bergen,Woodcliff Lake,39,5,1.75,2.44,3.26,2.81,3.02,"3,918","3,975","4,043",-,-,69.35,71.12,72.84,-,-,11.56,11.65,14.06,-,-,0.82,0.82,0.82,0.82,0.82,6.47,6.47,6.47,6.47,6.47,5.41,5.41,5.41,5.41,5.41
Sussex,Andover Twp,24,5,-2.18,-2.91,-4.7,-4.95,-5.4,"4,543","4,532","4,485",-,-,36.67,38.08,38.95,-,-,7.91,8.59,8.39,-,-,3.37,3.37,3.37,3.37,3.37,2.6,2.6,2.6,2.6,2.6,5.14,5.14,5.14,5.14,5.14
Bergen,Wood-Ridge,36,9,10.23,10.81,8.17,12.77,18.25,"5,987","6,017","5,705",-,-,37.77,38.32,38.19,-,-,19.29,18.51,15.48,-,-,1.43,1.43,1.43,1.43,1.43,7.13,7.13,7.13,7.13,7.13,13.11,13.11,13.11,13.11,13.11
Somerset,Watchung,21,7,1.1,1.07,1.98,2.55,3.17,"4,203","4,084","3,898",-,-,60.96,60.77,60.13,-,-,22.98,21.26,21.14,-,-,3.45,3.45,3.45,3.45,3.45,12.69,12.69,12.69,12.69,12.69,5.29,5.29,5.29,5.29,5.29
Bergen,Washington Twp,39,5,1.6,2.26,3,2.78,3.2,"6,599","6,647","6,582",-,-,49.61,48.7,50.27,-,-,13.42,13.99,13.05,-,-,1.08,1.08,1.08,1.08,1.08,6.47,6.47,6.47,6.47,6.47,5.44,5.44,5.44,5.44,5.44
Bergen,Waldwick,40,5,2.22,3.35,4.88,4.17,4.85,"6,628","6,761","6,790",-,-,47.16,49.4,50.09,-,-,13.6,15.68,15.66,-,-,1.08,1.08,1.08,1.08,1.08,4.99,4.99,4.99,4.99,4.99,8.62,8.62,8.62,8.62,8.62
Sussex,Green,24,5,-1.97,-2.47,-2.64,-3.03,-3.19,"2,292","2,363","2,284",-,-,42.93,40.58,40.59,-,-,4.76,5.29,8.34,-,-,1.25,1.25,1.25,1.25,1.25,1.72,1.72,1.72,1.72,1.72,4.8,4.8,4.8,4.8,4.8
Sussex,Fredon,24,5,-3.4,-4.19,-5.32,-6.52,-7.01,"2,342","2,430","2,368",-,-,49.06,47.37,44.13,-,-,5.63,4.63,4.34,-,-,0.52,0.52,0.52,0.52,0.52,1.69,1.69,1.69,1.69,1.69,3.7,3.7,3.7,3.7,3.7
Sussex,Frankford,24,5,-1.26,-1.78,-2.34,-3.49,-3.9,"4,125","4,026","4,019",-,-,30.3,30.15,30.63,-,-,4.24,4.47,4.83,-,-,0.99,0.99,0.99,0.99,0.99,0.88,0.88,0.88,0.88,0.88,3.16,3.16,3.16,3.16,3.16
Burlington,Bordentown,7,3,-0.25,-0.61,-1.07,-1.86,-2.27,"2,925","2,819","2,852",-,-,42.6,41.68,40.64,-,-,4.94,4.01,3.38,-,-,10.12,10.12,10.12,10.12,10.12,2.73,2.73,2.73,2.73,2.73,5.81,5.81,5.81,5.81,5.81
Burlington,Bass River,9,2,-0.28,-0.07,0.42,0,-0.49,"1,089","1,054","1,073",-,-,19.83,20.11,21.62,-,-,3.9,4.25,4.16,-,-,0.28,0.28,0.28,0.28,0.28,0.76,0.76,0.76,0.76,0.76,3.12,3.12,3.12,3.12,3.12
Sussex,Branchville,24,5,-2.38,-3.45,-4.64,-6.3,-6.9,630,538,590,-,-,18.57,21.75,17.8,-,-,2.19,3.39,4.84,-,-,0.36,0.36,0.36,0.36,0.36,1.07,1.07,1.07,1.07,1.07,3.92,3.92,3.92,3.92,3.92
Sussex,Lafayette,24,5,-2.21,-2.99,-3.9,-4.89,-5.28,"1,665","1,679","1,628",-,-,30.99,30.61,31.02,-,-,7.18,9.78,8.72,-,-,1.58,1.58,1.58,1.58,1.58,0.75,0.75,0.75,0.75,0.75,5.08,5.08,5.08,5.08,5.08
Sussex,Montague,24,5,-1.35,-2,-2.5,-3.35,-3.95,"2,734","2,723","2,655",-,-,17.74,17.96,18.49,-,-,4.52,2.44,2.07,-,-,2.63,2.63,2.63,2.63,2.63,1.01,1.01,1.01,1.01,1.01,6.39,6.39,6.39,6.39,6.39
Sussex,Hamburg,24,5,-2.56,-3.02,-3.72,-3.91,-4.42,"2,298","2,348","2,359",-,-,28.68,34.88,32.05,-,-,7.46,7.16,8.44,-,-,2.01,2.01,2.01,2.01,2.01,2.04,2.04,2.04,2.04,2.04,6.87,6.87,6.87,6.87,6.87
Sussex,Hardyston,24,5,-1.52,-2.31,-2.23,-3.48,-4.21,"6,014","6,127","5,999",-,-,31.59,34.01,37.44,-,-,5.68,6.92,7.37,-,-,2.61,2.61,2.61,2.61,2.61,3.01,3.01,3.01,3.01,3.01,5.56,5.56,5.56,5.56,5.56
Bergen,Tenafly,37,9,1.49,2.26,2.71,2.47,2.84,"9,363","9,355","9,277",-,-,72.22,74.06,76.47,-,-,29.45,29.68,31.5,-,-,0.88,0.88,0.88,0.88,0.88,26.22,26.22,26.22,26.22,26.22,5.36,5.36,5.36,5.36,5.36
Bergen,Upper Saddle River,39,5,1.44,1.8,2.08,1.44,2.52,"5,222","5,231","5,216",-,-,72.31,72.17,71.43,-,-,16.87,19.06,17.68,-,-,1.44,1.44,1.44,1.44,1.44,10.09,10.09,10.09,10.09,10.09,4.33,4.33,4.33,4.33,4.33
Bergen,Saddle Brook,38,9,1.73,2.38,3.21,3,3.73,"9,883","10,017","10,146",-,-,30.12,31.25,32.07,-,-,23.43,22.85,24.67,-,-,2.31,2.31,2.31,2.31,2.31,8.21,8.21,8.21,8.21,8.21,12.2,12.2,12.2,12.2,12.2
Bergen,South Hackensack,36,9,2.69,3.87,3.66,3.28,4.79,"1,738","2,005","1,968",-,-,25.2,15.61,14.53,-,-,32.02,39.56,41.92,-,-,5.34,5.34,5.34,5.34,5.34,5.3,5.3,5.3,5.3,5.3,33.31,33.31,33.31,33.31,33.31
Bergen,Ramsey,39,5,1.61,2.26,4.35,4.44,5.31,"10,141","10,070","10,258",-,-,56.84,60.12,63.57,-,-,13.01,12.27,12.69,-,-,0.65,0.65,0.65,0.65,0.65,6.66,6.66,6.66,6.66,6.66,5.98,5.98,5.98,5.98,5.98
Bergen,Paramus,38,5,1.26,1.86,2.4,2.04,2.62,"19,415","19,464","19,494",-,-,48.06,48.26,47.92,-,-,28.89,30.57,29.47,-,-,1.42,1.42,1.42,1.42,1.42,22.28,22.28,22.28,22.28,22.28,7.26,7.26,7.26,7.26,7.26
Bergen,Ridgewood,40,5,1.58,2.16,2.66,2.3,2.94,"16,311","16,265","16,394",-,-,75.11,74.88,75.11,-,-,19.16,21.27,21.14,-,-,1.59,1.59,1.59,1.59,1.59,12.99,12.99,12.99,12.99,12.99,5.27,5.27,5.27,5.27,5.27
Somerset,Branchburg,16,7,0.7,0.64,1.49,1.58,1.75,"10,123","9,961","9,933",-,-,58.75,60.29,58.41,-,-,15.07,15.29,14.28,-,-,2.25,2.25,2.25,2.25,2.25,8.4,8.4,8.4,8.4,8.4,4.45,4.45,4.45,4.45,4.45
Bergen,Ridgefield,36,9,1.69,2.33,3.09,2.95,3.65,"7,620","7,634","7,774",-,-,35.83,37.54,38.06,-,-,43.34,47.41,45.39,-,-,1.2,1.2,1.2,1.2,1.2,29.06,29.06,29.06,29.06,29.06,21.41,21.41,21.41,21.41,21.41
Bergen,Rochelle Park,38,5,6.38,4.54,2.77,2.51,3.16,"4,218","4,136","4,101",-,-,33.17,34.67,35.24,-,-,27.91,25.74,23.93,-,-,2.89,2.89,2.89,2.89,2.89,8.72,8.72,8.72,8.72,8.72,16.35,16.35,16.35,16.35,16.35
Somerset,Franklin Twp,17,12,4.78,5.84,6.19,6.44,7.12,"45,653","46,460","46,884",-,-,49.32,50.42,50.42,-,-,28.8,28.63,30.35,-,-,26.55,26.55,26.55,26.55,26.55,19.98,19.98,19.98,19.98,19.98,12.92,12.92,12.92,12.92,12.92
Bergen,River Vale,39,5,2.66,3.75,3.87,5.06,5.84,"6,407","6,534","6,653",-,-,59.48,62.12,61.42,-,-,12.12,13.88,11.02,-,-,0.7,0.7,0.7,0.7,0.7,8.42,8.42,8.42,8.42,8.42,4.98,4.98,4.98,4.98,4.98
Somerset,Bridgewater,23,7,1.14,0.99,1.65,1.2,2.14,"30,589","30,641","30,670",-,-,56.1,56.66,57.27,-,-,23.01,23.19,24.4,-,-,2.38,2.38,2.38,2.38,2.38,17.83,17.83,17.83,17.83,17.83,6.76,6.76,6.76,6.76,6.76
Somerset,Millstone,16,7,0,0.48,0.24,0.48,0.48,299,301,293,-,-,39.46,41.53,45.39,-,-,4.5,3.9,5.54,-,-,1.2,1.2,1.2,1.2,1.2,1.67,1.67,1.67,1.67,1.67,3.59,3.59,3.59,3.59,3.59
Bergen,Rutherford,36,9,1.64,2.23,3.48,3.18,3.99,"12,406","12,686","12,893",-,-,48.52,49.87,52.48,-,-,23.12,24.56,25.36,-,-,2.92,2.92,2.92,2.92,2.92,13.08,13.08,13.08,13.08,13.08,14.08,14.08,14.08,14.08,14.08
Somerset,Hillsborough,16,7,2.6,3.24,3.96,3.99,4.44,"25,963","26,179","26,377",-,-,52.43,53.71,55.42,-,-,18.8,18.72,18.75,-,-,4.59,4.59,4.59,4.59,4.59,12.38,12.38,12.38,12.38,12.38,7.55,7.55,7.55,7.55,7.55
Somerset,Montgomery,16,7,1.1,2.21,3.57,4.93,5.98,"14,008","14,353","14,740",-,-,77.43,77.47,77.92,-,-,23.42,25.04,26.1,-,-,2.84,2.84,2.84,2.84,2.84,25.61,25.61,25.61,25.61,25.61,4.57,4.57,4.57,4.57,4.57
Somerset,Peapack Gladstone,23,7,0.19,0.46,0.77,0.66,1.08,"1,880","1,819","1,749",-,-,62.29,64.05,61.98,-,-,13.68,13.99,13.6,-,-,4.07,4.07,4.07,4.07,4.07,1.94,1.94,1.94,1.94,1.94,10.88,10.88,10.88,10.88,10.88
Somerset,Rocky Hill,16,7,0.59,0.44,1.17,0.88,0.88,409,404,440,-,-,64.79,62.38,65.45,-,-,7.37,8.48,8.62,-,-,1.47,1.47,1.47,1.47,1.47,2.35,2.35,2.35,2.35,2.35,4.84,4.84,4.84,4.84,4.84
Somerset,Somerville,16,7,0.6,0.45,0.86,0.55,2.65,"8,646","8,613","8,820",-,-,33.76,35.96,37.97,-,-,22.24,21.67,23.64,-,-,12.15,12.15,12.15,12.15,12.15,11.37,11.37,11.37,11.37,11.37,23.75,23.75,23.75,23.75,23.75
Somerset,Warren,21,7,3.75,4.16,4.21,4.71,4.69,"10,340","10,389","10,407",-,-,62.84,62.35,63.03,-,-,19.38,20.75,21.37,-,-,1.52,1.52,1.52,1.52,1.52,15.07,15.07,15.07,15.07,15.07,5.36,5.36,5.36,5.36,5.36
Bergen,Oakland,39,5,1.61,2.29,3.22,2.95,3.69,"8,591","8,722","8,816",-,-,50.39,49.58,49.65,-,-,9.3,9.45,9.92,-,-,0.89,0.89,0.89,0.89,0.89,4.17,4.17,4.17,4.17,4.17,5.34,5.34,5.34,5.34,5.34
Bergen,Old Tappan,39,5,2.16,3.36,4.63,4.38,5.08,"3,911","4,000","4,045",-,-,54.69,55.18,58.76,-,-,24.84,23.19,23.45,-,-,0.73,0.73,0.73,0.73,0.73,22.24,22.24,22.24,22.24,22.24,5.01,5.01,5.01,5.01,5.01
Bergen,Palisades Park,37,9,3.39,4.33,5.71,5.76,6.96,"15,203","15,332","15,525",-,-,37.83,39.02,41.81,-,-,65.4,63.73,64.35,-,-,1.96,1.96,1.96,1.96,1.96,57.84,57.84,57.84,57.84,57.84,18.22,18.22,18.22,18.22,18.22
Monmouth,Wall,30,4,-0.26,-0.5,-0.42,-0.68,-0.7,"18,295","18,391","18,231",-,-,46.47,49.27,48.75,-,-,4.7,4.99,5.4,-,-,2.44,2.44,2.44,2.44,2.44,1.61,1.61,1.61,1.61,1.61,3.47,3.47,3.47,3.47,3.47
Monmouth,Tinton Falls,11,4,0.47,0.03,-0.67,-0.51,-0.58,"13,633","13,552","13,589",-,-,42.93,41.4,44.2,-,-,6.48,6.7,7.86,-,-,9.34,9.34,9.34,9.34,9.34,4.67,4.67,4.67,4.67,4.67,6.25,6.25,6.25,6.25,6.25
Monmouth,Spring Lake,30,4,0.27,-0.03,-0.94,-1,-1.04,"2,243","2,265","2,273",-,-,63.84,65.56,66.48,-,-,3.39,4.73,3.18,-,-,0.27,0.27,0.27,0.27,0.27,1,1,1,1,1,1.9,1.9,1.9,1.9,1.9
Monmouth,Rumson,13,4,-1.63,-2.02,-2.75,-4.18,-3.62,"4,344","4,335","4,217",-,-,64.87,69.04,69.79,-,-,5.1,5.49,5.19,-,-,0.25,0.25,0.25,0.25,0.25,1.26,1.26,1.26,1.26,1.26,2.43,2.43,2.43,2.43,2.43
Monmouth,Oceanport,13,6,-0.27,0.1,-1.59,-1.83,-1.32,"4,033","4,008","4,064",-,-,45.15,42.54,46.36,-,-,8.53,9.98,11.59,-,-,3,3,3,3,3,1.59,1.59,1.59,1.59,1.59,4.05,4.05,4.05,4.05,4.05
Monmouth,Neptune Twp,11,4,-0.32,-0.77,-1.29,-0.52,-0.33,"20,060","3,479","20,123",-,-,29.44,24.55,28.2,-,-,12.04,7.63,13.58,-,-,38.56,38.56,38.56,38.56,38.56,2.26,2.26,2.26,2.26,2.26,9.33,9.33,9.33,9.33,9.33
Monmouth,Millstone Twp,12,4,-0.79,-1.12,-1.16,-1.1,-0.46,"7,004","7,018","6,920",-,-,54.71,53.16,53.28,-,-,8.55,7.55,7.71,-,-,3.59,3.59,3.59,3.59,3.59,4.51,4.51,4.51,4.51,4.51,5.48,5.48,5.48,5.48,5.48
Monmouth,Howell,30,4,1.29,1.61,2.01,2.29,2.74,"33,174","33,492","33,997",-,-,35.22,35.69,36.05,-,-,10.27,10.24,10.96,-,-,3.65,3.65,3.65,3.65,3.65,4.52,4.52,4.52,4.52,4.52,8.13,8.13,8.13,8.13,8.13
Monmouth,Matawan,12,6,-0.62,-1.04,0.49,0.43,0.67,"6,162","6,227","6,453",-,-,37.59,36.39,38.12,-,-,15.04,12.63,14.62,-,-,7.04,7.04,7.04,7.04,7.04,6.41,6.41,6.41,6.41,6.41,10.77,10.77,10.77,10.77,10.77
Monmouth,Loch Arbour,11,6,-0.52,-2.06,-3.61,-5.67,-5.67,154,144,130,-,-,55.84,53.47,63.85,-,-,5.12,2.53,2.12,-,-,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,3.61,3.61,3.61,3.61,3.61
Monmouth,Keyport,13,6,-0.61,-1.08,-1.31,-2.14,-2.14,"5,336","5,296","5,232",-,-,27.83,28.25,27.91,-,-,16.99,17.54,19.14,-,-,7.2,7.2,7.2,7.2,7.2,2.38,2.38,2.38,2.38,2.38,18.26,18.26,18.26,18.26,18.26
Monmouth,Hazlet,13,6,-0.55,-0.83,-1.17,-1.67,-1.57,"14,381","14,442","14,379",-,-,25.89,27.99,29.79,-,-,8.66,9.2,9.96,-,-,1.48,1.48,1.48,1.48,1.48,3.4,3.4,3.4,3.4,3.4,7.87,7.87,7.87,7.87,7.87
Monmouth,Freehold,11,4,-0.04,-0.66,-0.77,-1.34,-1.31,"7,620","7,713","7,717",-,-,20.81,21.13,21.24,-,-,36.36,32.28,31.72,-,-,12.57,12.57,12.57,12.57,12.57,2.89,2.89,2.89,2.89,2.89,42.87,42.87,42.87,42.87,42.87
Monmouth,Fair Haven,13,4,-0.65,-1.19,-1.5,-2.37,-2.79,"3,928","3,940","3,879",-,-,73.01,72.08,73.83,-,-,4.7,4.41,3.87,-,-,2.5,2.5,2.5,2.5,2.5,1.08,1.08,1.08,1.08,1.08,2.7,2.7,2.7,2.7,2.7
Cumberland,Bridgeton,3,2,-0.38,-0.01,-1.25,-1.39,-3.33,"15,107","15,256","15,150",-,-,7.48,5.95,5.58,-,-,24.62,23.93,22.78,-,-,35.49,35.49,35.49,35.49,35.49,0.6,0.6,0.6,0.6,0.6,43.58,43.58,43.58,43.58,43.58
Cape May,Woodbine,1,2,-0.97,-1.33,0.4,0.89,-0.44,"1,476","1,646","1,785",-,-,6.57,6.99,6.16,-,-,2.45,2.84,2.66,-,-,24.72,24.72,24.72,24.72,24.72,0.73,0.73,0.73,0.73,0.73,23.22,23.22,23.22,23.22,23.22
Monmouth,Bradley Beach,30,4,-0.51,-0.65,-0.7,-1.21,-1.7,"3,207","3,092","3,302",-,-,39.29,37.81,38.28,-,-,9.42,9.77,10.29,-,-,4.96,4.96,4.96,4.96,4.96,1.81,1.81,1.81,1.81,1.81,19.54,19.54,19.54,19.54,19.54
Cumberland,Fairfield,1,2,4.31,2.95,0.95,-2.1,-3.3,"4,594","4,669","4,744",-,-,9.1,9.38,8.81,-,-,7.03,6.07,5.1,-,-,47.53,47.53,47.53,47.53,47.53,0.44,0.44,0.44,0.44,0.44,12.84,12.84,12.84,12.84,12.84
Monmouth,Avon By The Sea,30,4,0.42,-5.58,-5.63,-5.73,-5.63,"1,519","1,419","1,446",-,-,64.52,65.54,60.86,-,-,6.03,1.55,2.43,-,-,0.32,0.32,0.32,0.32,0.32,0.63,0.63,0.63,0.63,0.63,3.73,3.73,3.73,3.73,3.73
Cumberland,Deerfield,3,2,0.42,0.13,-0.64,-1.15,-1.99,"2,152","2,230","2,288",-,-,14.13,13.05,12.24,-,-,7.39,8.54,4.78,-,-,12.06,12.06,12.06,12.06,12.06,1.35,1.35,1.35,1.35,1.35,14.08,14.08,14.08,14.08,14.08
Monmouth,Allentown,12,4,-0.71,-1.15,-0.16,-0.98,-0.93,"1,216","1,234","1,263",-,-,44.65,43.44,42.76,-,-,3.53,3.77,3.28,-,-,4.43,4.43,4.43,4.43,4.43,1.53,1.53,1.53,1.53,1.53,3.56,3.56,3.56,3.56,3.56
Monmouth,Aberdeen,13,6,0.03,0.45,1.61,0.9,0.8,"12,837","12,779","12,729",-,-,39.28,38.52,38.16,-,-,17.63,17.27,16.6,-,-,11.87,11.87,11.87,11.87,11.87,6.43,6.43,6.43,6.43,6.43,10.43,10.43,10.43,10.43,10.43
Cumberland,Lawrence,1,2,0.49,-0.52,-1.91,-2.74,-3.16,"2,299","2,218","2,179",-,-,15.31,14.52,13.86,-,-,6.01,7.27,5.59,-,-,9.24,9.24,9.24,9.24,9.24,0.4,0.4,0.4,0.4,0.4,11.37,11.37,11.37,11.37,11.37
Middlesex,South River,18,12,1.42,2.04,2.44,1.79,2.13,"10,802","10,668","10,839",-,-,21.7,22.01,22.78,-,-,29.7,28.79,30.1,-,-,7.13,7.13,7.13,7.13,7.13,4.84,4.84,4.84,4.84,4.84,18.2,18.2,18.2,18.2,18.2
Cumberland,Greenwich,1,2,0.62,-0.25,-2.11,-3.48,-4.1,749,726,689,-,-,28.84,27,31.35,-,-,1.99,0.42,2.71,-,-,3.73,3.73,3.73,3.73,3.73,0.5,0.5,0.5,0.5,0.5,2.61,2.61,2.61,2.61,2.61
